,year,month,label,sentence
59800,2021,9,성소수자,"그러나 두 번째 성행위를 한 다음 날부터 A군은 B양을 피했고, 1주일이 지나고부터는 전화나 메신저 연락도 받지 않았다. 화가 난 B양은 지난해 3월 학교 측에 “성폭행을 당했다”며 A군을 신고했다."
59866,2021,9,인종/국적,시진핑 개새끼 진짜 마법의 단어네
59872,2021,9,인종/국적,전에 조선족이 남녀갈등 계속 불지핀다는 얘기를 들었는데 이거 좀 쎄하지 않음?
59882,2021,9,지역,다들 왜이렇게 송도에 환상이 많아? 송도에서만 친구 만들 수 있는것도 아니고 그냥 동네나 지역에 같은 연대생이라도 만나는거 추천
59885,2021,9,여성/가족,여성부 폐지.jpg
59888,2021,9,성소수자,다들 널리널리 포날라조~ 아 물론 총여학생회장이 동성 성추행으로 총여 내에서 직위박탈 당한 것도 꼭
59892,2021,9,여성/가족,"페미때문에 우리가 얼마나 고생했는지, 그리고 선한 가면을쓰고 혐오를 퍼뜨리던 총여 폐지를 위해 얼마나 노력했는지 까먹은거같아서 아쉽다."
59894,2021,9,남성,한남ㅇㅈㄹ 하는 래디컬 페미니즘 글이 맨날 핫게간게 한두번이 아니었는데
59900,2021,9,남성,정말 힘들고 어렵게 얻어낸거야. 여기서도 한남충들 이런얘기올라가면 좋아요 수백개 받은것도 여러번이었어ㅋㅋㅋㅋ
59903,2021,9,남성,즐추되세용~~~????
59907,2021,9,여성/가족,여성은 열등하다
59908,2021,9,남성,그리고 남성 또한 열등하다
59909,2021,9,여성/가족,얘들아 남자가 여자보다 수능 평균성적이 높은 이유가 뭔지알아??
59914,2021,9,종교,"결과적으로 나는 현역 입학하고 걔는 재수를 하면서 시간대가 갈리고 그 뒤로는 내가 입대하면서 연락이 뜸해졌지만, 거의 3년만에 전역했냐고 연락이 온거야. 아마 프사랑 상메가 바뀐 것 때문에 알아챈 것 같은데, 그게 고맙고 반가워서 얘랑도 밥을 먹기로 했어. 무난하게 밥을 먹고 카페에서 빙수를 파먹고 있는데 취미 이야기를 하다가 자기가 요즘 소모임 같은 곳에 들어가서 심리학을 공부하고 있다는 이야기가 나왔어. 그러면서 그 모임에 일주일마다 과제같은게 있는데 혹시 내담자 역할로 도와줄 수 있냐고 하더라. 나도 심리 상담이나 테스트가 전형적인 신천지 수법이라는걸 알고는 있었지만, 얘가 교육 전공인데다가 고등학교때부터 상담 심리 이야기도 많이 했기 때문에 아닐 수도 있겠다 싶어 반신반의하면서 수락했어."
59915,2021,9,종교,"첫 주차는 애착 유형 검사라는 것을 진행했고, 무난하게 장단점과 주의해야 할 점을 정리해 주더라. 그런데 두 번째 주차에는 애니어그램을 진행하면서 개인적인 이야기가 오갔는데, 사실은 자기가 고등학교 때 안좋은 소문에 휘말리면서 한 번 크게 상처를 받고, 대학교때 한 번 자신이 신천지라고 친구에게 털어놓았다가 손절당해서 한 번 더 크게 상처를 받았다는 말을 하는거야. 이 예고 없는 신밍아웃에 나도 머리가 띵해지면서 ""이 모든게 빌드업이었구나"" 하는 배신감이 진~짜 크게 들었어."
59917,2021,9,종교,"이건 사실상 ""내가 신천지라 손절당한 적이 있어서 힘들었는데 혹시 너도 똑같이 나를 버릴거야? 만약 그런다면 넌 진짜 개쓰레기야""라는 유도 논리로 내 퇴로를 차단한거라고 봐야겠지."
59921,2021,9,종교,"아무튼 나의 경우에도 순식간에 단톡에 초대되고 날짜랑 시간이 잡히는걸 속수무책으로 구경하다가 ""에라 모르겠다, 그래도 내가 군필인데 여자 두 명 정도는 그라운드 기술로 제압하고 빠져나올 수 있겠지"" 라는 생각으로 모임에 나갔어. 얘네도 첫 시간부터 작업을 칠 생각은 없었는지 정말 2시간동안 잡담하면서 그림만 그리다 돌아왔고. 둘째주도 마찬가지였고. 아니, 오히려 상상하지도 못할 정도로 정상적이었다는게 내 나름 충격이었어. 정말 붙임성 있고 유쾌한 사람들이라서 이런 사람이 이면에선 사이비 종교에 빠져 있다는게 믿기 힘들 정도였어. 개인적으로는 사이비 종교 믿는 사람들은 어딘가 음침한 구석이 있더나, 위화감이 들 정도로 밝은 연기를 하거나, 둘 중 하나일거라고 생각거든."
59957,2021,9,여성/가족,여자는 남자보다 폰을 더 많이 떨굴 수밖에 없다.
59999,2021,9,기타 혐오,93년생 윤일병은 맞아서 뒤졌다
60011,2021,9,기타 혐오,아니 ㅋㅋㅋ 성별을 떠나서 간부가 사병한테 '꼬우면 군대 빼든가' 이러는게 맞나?
60013,2021,9,기타 혐오,ㅋㅋㅋㅋ 병사 없어서 장애인까지 잡아가는 나란데 나라 꼴 참 잘 돌아간다~
60033,2021,9,여성/가족,본인에게 주어진 행운을 정당한 권리처럼 생각하는 여자들이 많다
60048,2021,9,종교,무교에 가까운 불교인데 개신교에 트라우마 있음
60050,2021,9,종교,근데 초등학생 때 불교라고 하면 같은 반 교회 다니는 친구들이 ㄹㅇ 끔찍하다는 표정 지으면서 너 나중에 죽어서 지옥 갈거라 그러고
60054,2021,9,종교,"아무튼 어렸을 때 괴롭힘 당한 트라유마로 개신교에 아직도 편견있음. 우리나라 국교가 개신교인 것도 아니고 종교 자유가 헌법에도 보장되는 나란데 왜 내가 개신교 눈치보면서 살았는지도 모르겠음 ㅜㅜ 그리고 어린 애한테 꼽준 전도사 아줌마랑, 초딩들 친구한테 지옥간다느니 어쩐다느니 개소리하도록 세뇌한 교회 어른들 부디 반성했으면 ㅎ^^..."
60057,2021,9,기타 혐오,[속보] 연세대 존못 200명 넘어.. 시민사회 충격
60062,2021,9,기타 혐오,"교직원A ""존못 학우들이 학교 교육과정에서 소외되지 않도록…"""
60064,2021,9,기타 혐오,"학부생B ""훈남훈녀가 많다는 대외적인 이미지 홍보에 치중한 나머지 존못 학우들은 소외되어 혼밥과 독강의 울타리 속에 갇혀… """
60066,2021,9,기타 혐오,"학부생C ""전 존못 아니거든요? 근데 혼밥하면 괜히 오해받을까봐 당분간은 친구들하고 같이 먹으려구요."""
60085,2021,9,기타 혐오,[투표] 연세대 존못들 여기로 모여
60087,2021,9,기타 혐오,연세대 존못들아
60089,2021,9,기타 혐오,존못인 애들 모두 좋아요 눌러봐라
60091,2021,9,기타 혐오,(존못 => 안구테러 => 연세대 치안 악화)
60136,2021,9,연령,학교도 단 한번도 못가보고 친구도 없고 아는 선배도 후배도 거의없고 그대로 군대로 꼴박해서 개처럼 2년 구르다 나와서 복학하니 다른학번들은 다 끼리끼리 모여 노는데 인맥이고 뭐고 없는 개밥쉰내나는 틀딱복학충 돼서 매일 쓸쓸히 수업듣고 과제하고 혼밥이나 하다가 그대로 독거노인마냥 사라져 버리겠지
60176,2021,9,성소수자,똥꼬털이 갑자기 엄청 자라는거 같아
60178,2021,9,성소수자,똥꼬털 신경도 안쓰고 살았는데 갑자기 자라니
60200,2021,9,인종/국적,상황이 내년까지는 좀 나아져서 미개봉 동기들 개봉되어서 만나고 교류할 수 있었으면 좋겠네 ??=>??
60356,2021,9,기타 혐오,진짜 이 무친커뮤니티는 혐오 편가르기 비교가 패시브로 어떻게 한순간도 안멈추고 무한사이클 돌아가냐
60366,2021,9,남성,"역시 자캐딸치는 애들은 기업따윈 신경 안쓰는 나르시시스트인 건가... (ex: 라이엇재그, 앨런머스크)"
60402,2021,9,성소수자,동성애커플이 극혐인 이유
60425,2021,9,성소수자,https://www.yonsei.ac.kr/sc/support/notice.jsp?mode=view&article_no=198106&board_wrapper=%2Fsc%2Fsupport%2Fnotice.jsp&pager.offset=0&board_no=15
60430,2021,9,지역,송도라도.?
60560,2021,9,기타 혐오,이제 전문직마저 지역할당 ㅎㅎ
60565,2021,9,여성/가족,그냥 여자 전용석 됐네 ㅋㅋ 10대부터 70대 할머니까지 그냥 앉아있네
60590,2021,9,종교,우리는 십자가에 못 박힌 그리스도를 전하니 유대인에게는 거리끼는 것이요 이방인에게는 미련한 것이로되
60595,2021,9,여성/가족,중도에 멋있고 예쁘게 꾸미고 오는 훈남 훈녀들은 들어라...어쩔수없이 외모가 좀 안되게 태어나 어떻게든 먹고 살려고 옹기종기 모여서 앉아있는 집단에 그렇게 꾸미고 오고 싶더냐.....중도 작뚱남인 나는 공부하면서 속으로 피눈물 흘린다. 그렇게...나는..도서관 마저 뺏기었네...
60750,2021,9,기타 혐오,9천원 아껴서 거지근성으로 꼭 부자되길 바래요
60870,2021,9,인종/국적,그가 콩나물국을 싫어한다는 사실이 떠올랐다
61049,2021,9,기타 혐오,상병들은 바가지 세 번에서 네 번
61050,2021,9,기타 혐오,일병들은 바가지 한 번 반에서 두 번
61051,2021,9,기타 혐오,이병들은 바가지 한 번
61177,2021,9,인종/국적,난 세상에서 인종차별이랑 중국인이 제일 싫어
61186,2021,9,여성/가족,왜 여성 대상 지원이나 전용 휴게실에 거품물고 달려듬?
61187,2021,9,남성,왜 꼬박꼬박 혜택받으려함? 남자답지 못하게 쪼잔하게
61228,2021,9,기타 혐오,어디 지잡대도 아니고 이게 뭐야
61250,2021,9,남성,여자친구도 페미니즘 사상이 어느 정도는 있지만 가부장적인 한남충인 나랑 부딪힐 정도는 아니어서 잘 지내고
61252,2021,9,여성/가족,얘네 학교도 에타 보면 좀 페미니즘끼가 있지만...
61258,2021,9,남성,한남충이란 단어 현실에서 첨 들어서 너무 놀라기도 했고...
61299,2021,9,여성/가족,어차피 우리는 한 성별로 태어난거 죽었다 깨어나도 반대 성별로 살아볼 수 없잖아.
61300,2021,9,여성/가족,"여자들도 죽었다 깨어나도 남자들이 겪는 징병제, 역차별, 억울한 가해자 프레임 같은 불합리함 겪는 입장 죽었다 깨어나도 남자들만큼 느끼지는 못할거고"
61301,2021,9,여성/가족,"남자들도 죽었다 깨어나도 여자들이 겪는 생리/임신, 상대적으로 높은 성범죄 노출, 페미니스트 프레임, 같은 어쩔 수 없는 고통 내지는 불합리함 겪는 입장 죽었다 깨어나도 여자들만큼 이해하지는 못할거야"
61309,2021,9,인종/국적,양조위 진짜 전설은 여전하다 와 진짜 갓조위 짱짱짱 진짜ㅜㅜㅡㅜㅜㅜㅜㅜ너무 사랑해 진짜....
61316,2021,9,남성,"1) 군대가 남초집단에 맞게 구성되어 있음. 시설, 분위기, 사람 등. 여성 시설, 제도 생기기 전에는 못감"
61342,2021,9,여성/가족,그런데 여자들 군대가면 진짜 힘들겠다
61346,2021,9,여성/가족,솔직히 DP도 남자라 저 정도지 여자들이 군생활 했으면 더 심하고 자살하는 애도 더 많았을 것 같네 ㅋㅋ
61348,2021,9,여성/가족,그냥 그 논리 그대로 외국에 적용하면 바로 무너지는데 왜 자꾸 들고옴? 예를 들어 미국 여자들이 남자들 군대 안 가고 자기들만 생리하니까 형평에 맞게 남자들 군대 보내라는 소리하면 어떤 취급 받을거 같냐? 그럼 그 자리서 바로 병신 소리 들음.
61352,2021,9,여성/가족,글고 그게 얼마나 잘못된 말실수인지 1~2년 뒤에야 알았는데 그 남동기랑은 그 이후로 연락할 일이 없었으니까 아마 걔 머릿속에는 그런 말 씨부리는 여자애로 영원히 기억되겠지
61356,2021,9,여성/가족,여성 징병제가 답일 수도 있고 아닐 수도 있고 난 솔직히 그렇게 똑똑하지 않아서 이 부분에는 명확히 의견이 없는데 하나 확실한 건 나라가 군인들 ㅈ같이 대우하는 거 부터 바꾸는 게 먼저라고 생각함.
61357,2021,9,여성/가족,여성 징병제를 나중에 하든 말든 지금 제일 당장 먼저 해야될 건 남녀가 합심해서 군대 썩은 곳 도려내는 일이라고 생각해 뉴스에 매일 나오는 군납비리라던가 그런 거.. 여성징병제가 실제로 실시 되기까지 관련 법안 준비하고 뭐 시설 준비하고 그러는 시간이 몇 년은 걸릴텐데 그거보다 지금 당장 군대 가야하는 내 친구들 내 동생들이나 덜 괴로웠으면 좋겠음. (여성 징병제를 한다고 해도 그거에만 불씨 지필 게 아니라 투트랙으로 현재 불합리한 것도 감시하고 손봐야 된다는 거)
61383,2021,9,여성/가족,생각하고 나도 여대 없어졌으면 좋겠음
61388,2021,9,여성/가족,여자들한테 이 말 듣는게 제일 싫음. 진짜 걍 총 쏴버리고 싶음
61396,2021,9,종교,"공산당이 종교 믿는 사람들 수백만명을 고문하고, 가두고, 죽인게 '청소'니까 괜찮다고 주장하는 사람이 같은 학교에 있다는 것이 어이가 없다."
61403,2021,9,여성/가족,군생활 조금 편하게 하는 남자 보고 꿀빤다고 하는 여자들 있는데 정말 하면 안되는 발언이라고 생각함 있는정 없는정 다 털림
61416,2021,9,남성,반수안하는 새내기 개추
61422,2021,9,여성/가족,"제발 권리를 얻으려면 그에 합당한 의무를 지세요. 생리힘든거 간접적으로 알겠는데, 여성징병 불가한 이유가 생리라는건 희대의 개소리입니다."
61423,2021,9,여성/가족,"생리 때문에 업무수행능력이 떨어져서 군대를 안간다면 일반직장에서도 남성보다 봉급이 적어야겠네요? 생산력이 그만큼 떨어진다는 뜻이니까요. 천성적 생리때문에 무엇을 못한다 라는 논리는 여성 스스로들을 무능력한 존재로 만든다는 것을 왜 모를까요. 저는 양성평등을 지지합니다. 하지만 이 것 외에도, 의무는 무시한 채 권리만 누리려하는 작금의 수 많은 현실들이 정말 ""진심으로"" 개탄스럽습니다."
61450,2021,9,종교,"기독교인들이 그렇게 좋아하는 성경의 태반은 본인이 신과 접촉/대화를 하여 명령을 하달받았다는 내용임. 하지만 상식적으로 그런 신이 존재했다면 오늘까지도 존재한다고 봐야하는거 아닌가? 약 20년동안(부모님 교회 말고도 동네 교회를 5년 다니면서) 수없이 물어봤지만 이 부분도 아무리 생각해도 코미디임. 막말로 교회 목사가 어느날 신과 접신했다며, 명령을 하달 받았다고 이야기 하면 믿을 교인이 많을까. 대부분 교회를 바꾸거나 뒤에서 수군거릴 것이다. 본인이 기독교인 사람도 곰곰히 생각해보길 바란다. 신이 영원하고, 변하지 않고, 선하다면, 어떻게든 능동적으로 인구 80억명 중 몇명에게라도 계속해서 접촉을 하는게 맞지 않을까? 하지만 이러한 현상이 지속해서 이루어지지 않고, 몇천년 전의 고대 문서로만 확인 가능하다면, 이는 기독교가 단순히 수많은 토속신앙중 하나이거나 신이 한 때는 살아 있었으나 이제는 죽은 것을 의미한다."
61455,2021,9,성소수자,"개인적으로 기독교라고 하면 고지식하고 고착된 인상을 준다고 생각한다. 동성애는 천벌을 받으며, 죄를 지어서는 안되며, 유흥을 즐겨서도 안되고 술 담배를 해서도 안된다. 심지어 우리 부모님은 귀걸이 염색도 안좋다고 하길래 대학 오자마자 둘다 한번에 했었다. 그런데 이러한 부분이 기독교의 특성일까? 해외 교회를 보면 물론 다는 아니지만 동성애자도, 애주가도, 애연가도 교회를 잘만 다니는 분위기다. 특히 염색? 담배? 성경이 쓰일 당시 존재하지고 않았던 것들을 특정 성경구절을 인용해 끼워 맞추는 행위는 마치 누구에게나 들어맞는 자신의 mbti를 읽으며 너무 정확하다고 생각하는 사람과 다를 바 없다고 생각한다. 유독 한국 기독교는 자신만의 가치관을 세우고, 특히 언어적 특징에 의해 고립되는 듯 하여 더 거부감이 드는 것 같다."
61462,2021,9,여성/가족,"여성정책관으로 연봉 5000주는 자리, 국민세금으로 돈주는거? 솔직히 군간부 초과근무 찍는거 돈새는거 보면 세금도둑 없을수 없다는거 이해해."
61464,2021,9,연령,근데 좆같은건 자꾸 남자들을 하지도 않은 가해자로 만든다는거야. 특히 같은 세대를.
61465,2021,9,여성/가족,"정치권, 언론, 일부 페미니스트, 기존 586으로 대표되는 사회가 20대 남성을 가해자로, 자신들을 도덕적 우위에 놓고 몰아가는거."
61467,2021,9,종교,"거리에서 십자가들고다니는 극렬 기독교인들이 까이는거. 개네가 나를 고용할것도 아니고, 실질적인 이익이나 불이익줄 가능성은 거의 없지만, 저는 교회안다니는데요 하면 엄청난 잘못을 저지르고 있는것처럼, 불신자는 영적으로 문제있는자들처럼, 자기들 신앙을 근거로 도덕적 우위에 있다고 생각하고, 네 행동(무신론)이 잘못된것처럼 자꾸 이야기하면 그게 진짜든 아니든간에 화가나는거야."
61473,2021,9,종교,"대학 와서 소위 지성인들 사이에서 제 종교와 관련해 제일 많이 듣는 말입니다. ""예수는 좋지만 예수쟁이들은 극혐이야"" ""예수의 가르침은 배울점이 많다고 생각해. 근데 교회다니는 사람은 예수처럼 안살더라?"" 보통 사람들은 교회와 예수님 vs 본인으로 긋지 않고 교회 vs 예수님과 본인으로 긋습니다. 솔직히 그런 말을 들을 때마다 예수님을 칭찬하는 말에 기분이 좋다가도 묘합니다. 왜냐하면 예수님이란 인물은 제 아는 바에 그리 평면적이지 않을 뿐 아니라 녹록지 않고, 때로는 도전적이고, 상냥하실 때도 있었지만 누군가를 강하게 저주하기도 하신 분이기 때문입니다."
61478,2021,9,종교,"예수께서는 또한 회개하지 않는다는 이유로 도시를 저주하기도 하십니다. ""화 있을진저 뱃새다여, 화 있을진저 고라신아. 내가 네게 행한 일들을 두로와 시돈에 행하였더면 저희가 재에 앉아 회개하였으리라. 가버나움아 네가 하늘에까지 높아지겠느냐 네가 음부에까지 낮아지리라"" 그는 성시(거룩한 도시) 예루살렘을 눈물로 저주합니다. ""예루살렘아 예루살렘아 선지자를 죽이고 네게 파송된 자를 돌로 치는 이여, 암탉이 제 새끼를 모음같이 내가 너희를 모으려 한 일이 몇번이냐. 그러나 너희가 원치 아니였도다. 그날에 아이를 가진 여인에게 화가 있으리로다"""
