,year,month,label,sentence
90923,2021,3,여성/가족,"후인 하강 자체를 잘 모르겠는 팔은 앞으로 나란히 상태를 유지하지만 풀꿈치를 내린다는 느낌으로, 그러면서 흉추 펴고 가슴/갈비뼈를 쭉 내밀면 됨. 더 직접적으로 느끼고 싶으면 팔운 W모양으로 하면서 팔꿈치를 밑으로 찍는 느낌으로 당겨주고 가슴 내밀면 됨."
91314,2021,3,남성,자퇴마렵다
91441,2021,3,기타 혐오,"3. 사람 차별, 계급화하지 않음"
91570,2021,3,성소수자,- 이메일: annals@yonsei.ac.kr
91572,2021,3,성소수자,Hello! This is Yonsei University’s Official English Press—The Yonsei Annals. We will be posting notices onto this Everytime board.
91573,2021,3,성소수자,"If you have any questions, feel free to contact us!"
91575,2021,3,성소수자,- Email: annals@yonsei.ac.kr
91597,2021,3,여성/가족,국가로부터 안전을 보장받기 위한 권리를 가지기 위해서는 국방의 의무를 수행해야만 함. 솔직히 여자는 국방에는 무임승차가 맞음. 의무를 수행하지 않고 권리만 얻고 있잖아. 그래서 현실성이 있냐 여부는 둘째 문제로 치고서 여자도 군대 가야 한다고 생각하는 사람임.
91657,2021,3,지역,토라도라
91703,2021,3,기타 혐오,가난뱅이 신이
91788,2021,3,인종/국적,이웃집 흡혈귀
91914,2021,3,기타 혐오,어디 듣도 보도 못한 지잡대도 아니고..
91966,2021,3,여성/가족,박혜수가 착한애들 때린건 아니야. 노는애들 무리 중에 자기 맘에 안드는 애를 남자애들 껴서 집단폭행했지. 그 피해자들이 선량한건 아닌거 맞지. 근데 그런애들 주도해서 집단폭행한 박혜수가 피해자다? 절대아니야. 엄청 영악한거임. 단순히 대청중 다녔던 착한애들은 박혜수가 그런 폭행 주도하고 다녔던거 모를 수 밖에 없어. 그냥 놀고 나대는 여자애 쯤으로 알지.
92039,2021,3,여성/가족,이대 페미집단은 입결이랑 별개로 걍 남깍으면서 지네 위상올리는게 역겨움 ㅅㄱ
92090,2021,3,기타 혐오,이대생들은 그냥 광신도들임
92164,2021,3,성소수자,클럽 이름은 Yonsei 가 아닌 Yonsei University 입니다! Yonsei University 클럽은 연세대학교 신촌캠퍼스 학부생/대학원생/졸업생들의 커뮤니티임을 알려드립니다!
92210,2021,3,성소수자,https://career.yonsei.ac.kr/ptfol/naTe/lcTe/prMa/index.do
92702,2021,3,기타 혐오,전부 ㅈ같은 교직원 새끼들 룸싸롱 가는데 쓰냐? 개같네 진짜 ㅋㅋㅋㅋㅋㅋ
92778,2021,3,남성,춘추 소변 기사 재밋네
92990,2021,2,여성/가족,이거 ㄹㅇ존좋템임 속당김 없어지고 짱 보들보들해짐
92995,2021,2,지역,내 인생 파데임 커버력 최고 지속력 최고... 색상도 잘 뽑음
93038,2021,2,여성/가족,여자인 친구 없는 여자는 이유가 있다..
93090,2021,2,여성/가족,"1. 돈밝히는 여자, cathy"
93241,2021,2,여성/가족,여성은 약하다라는 강한 인식이 여성이 스스로 강해질 기회를 만들어주지 않고 늘 약한 상태로 살아가게 만드는 게 아닐까.
93242,2021,2,여성/가족,그래서 나는 여성 징병제를 매우 지지함
93243,2021,2,여성/가족,하지만 무조건 남성과 같이 똑같은 혹독한 훈련을 하라는게 아님. 여성은 생리나 임신과 같이 거스를 수 없는 신체적 한계가 있음.
93257,2021,2,기타 혐오,편법으로 재산 은닉해서 장학금 타먹는 탈세충들을 비난해야지
93261,2021,2,여성/가족,근데 제발 적극적으로 여성징병 추진한사람 아니면
93484,2021,2,여성/가족,페미니스트는 이익집단이다
93486,2021,2,여성/가족,지금 페미니스트는 그냥 이익집단이다
93487,2021,2,여성/가족,"그래서 아무개는 가만히 있어도 극성인 몇몇사람들의 큰 목소리를 듣고 정권에서 신경써주고 이익이 느는데 굳이 래디컬페미니스트들을 배척할 이유가 없다. 비스듬히 서서 지지인듯 아닌듯, 누가 물어보면 눈만 좀 찌푸려주고 방관만 해도 떡이 떨어진다."
93488,2021,2,여성/가족,"남녀갈등 일으키지 말라는데, 국가정책이, 페미니스트들이, 남녀간의 쟁탈게임으로 만들고 있다."
93492,2021,2,여성/가족,군대문제는 여성들은 해결할 수 없다. 그들 이익과 무관하기 때문이다. 기껏해야 오빠 남동생이 걸려있으면 그들만 주의를 기울이겠지. 갔다 왔으니 끝이란 마인드라면 그냥 평생 되물림될 뿐이다. 투쟁해야한다.
93493,2021,2,여성/가족,"여성들이 이전, 혹은 지금 받는 차별에는 안타까움을 느낀다. 그러나 20대, 30대 남성들은 그것에 반감을 느끼도록 사회화되었으며, 그것을 조장하지 않는다. 사회구조 때문에 생기는 차별 운운하는데 진정 대항해야하는 상대는 분란을 조장하는 래디컬 페미니스트와, 악취를 내뿜으며 혐오를 토하는 남자와 여자, 그걸 이용하여 분란을 조장하며 이익을 취하는 영향력있는 사람들이다."
93495,2021,2,남성,야 이 한남 한녀들아
93527,2021,2,여성/가족,근데 학교에 남친 데리고 오면 흉자느니 한남이냐느니 그런 말 엄청 들리고
93528,2021,2,남성,에타에도 학교 어디어디에 한남 있다 ㅈㄱ해라 이런 글도 올라오기도 한다던대ㅋㅋㅋ
93529,2021,2,기타 혐오,그래서 그 누나가 정신병 걸릴 것 같다고 항상 얘기함
93553,2021,2,성소수자,퀴어퍼레이드 등이 정말 외설적인가와 별개로
93556,2021,2,성소수자,"정부나 국가적인 스케일과 맞설 때 폭력적 수단, 어느 정도까지의 위법이 허용되어도 된다는 내 생각을 뒤로 하더라도 퀴퍼에서 위법까지 저질렀나? 하면 그건 아니잖어."
93648,2021,2,지역,토라도라
93694,2021,2,기타 혐오,가난뱅이 신이
93778,2021,2,인종/국적,이웃집 흡혈귀
93799,2021,2,연령,난 늙은 할배들이 정치하는게 제일 큰 문제라고 봄
93800,2021,2,연령,뭔 오늘내일 하는 60대 후반 ~ 70대 할배들이 정치 윗대가리 하고 있으니까
93811,2021,2,남성,한남유충이라는 단어임 다른 거 서치하다 우연히 보고 진짜... 너무 놀랐음
93830,2021,2,여성/가족,"그러니까 페미니즘의 죄악을 모두 ""래디컬 페미니즘""에 전가하는 행동은 그만하길."
93873,2021,2,성소수자,와 동성간 성추행 이슈로 핫하네;;
93895,2021,2,연령,ㄹㅇ 소변생들 성적 전부 리셋시켜봐
93942,2021,2,기타 혐오,여대애들 제일 어이없는것중에 하나가
93943,2021,2,여성/가족,"'공학 안 가서 다행이라고, 갔으면 성범죄 시달렸을거같다면서 여대오길 잘했다'고 자기들끼리 말하는거ㅋㅋㅋ"
93945,2021,2,여성/가족,그렇게 말하면 공학 다니는 여자는 뭐가됨? 페미니즘은 '여대 다니는 여자'만을 위한 사상이야?
93947,2021,2,여성/가족,페미들 말하는거 자세히 까보면 이런식으로 집단이기주의인거 다 드러나서 싫어짐..
93962,2021,2,여성/가족,여잔데 여대좀 없앴으면 좋겠어
93964,2021,2,여성/가족,진짜 여대좀 없애라
93972,2021,2,지역,이쯤에서 다시 보는 학교 폭력으로 자살한 대구 중학생 유서
94059,2021,2,인종/국적,지네가족은 축축한 흙이나 나뭇잎 속에서 살면서 밤에 작은 곤충들을 잡아먹는다. 참고하도록.
94315,2021,2,연령,어린 애가 어른인척 오지게 한다고
94358,2021,2,여성/가족,요즘 보면서 좀 안타까운게 내 이상형이 착한여잔데 그 착한여자들이 쓰레기남자한테 정성을다해서 사귀다가 바람맞는다거나 해서 착할필요없다 이러면서 흑화돼서 착한여자들이 사라지는게 너무 안타깝다..ㅠㅠ
94362,2021,2,여성/가족,"3.주위에서 1,2를 겪은 언니들이 ""남자한테 잘해줄필요없다"" 시전"
94380,2021,2,성소수자,못생긴 애인과 하고 나서 채워지지 않는 욕구. 예쁘고 잘생긴 사람과 섹스를 해도 스스로에 대한 자격지심과 즐기지 못하는 상대방의 태도 때문에 즐기지 못한다. 결국 잘생기고 예쁜 녀석들이 얻는 쾌락의 3분의 1도 얻지 못하고 그저 성감대에서 얻는 말초적 쾌락에 만족해야 한다.
94381,2021,2,성소수자,"그저 성감대를 애무하고 성기에 성기를 삽입하는 행위라는 공통점만으로 비와 김태희 부부, 톰브래디와 지젤번천 부부의 섹스가 못생기고 흔한 남녀커플의 섹스와 동일한 범주로 묶일수 있을까? 둘은 엄연하게 구분되는 다른 행위라 할 수 있다."
94382,2021,2,남성,못생긴 사람들은 쓸데없이 성욕에 탐닉할 필요가 없다. 남들보다 저질 쾌락에 몰두하여 시간낭비할 필요가 없다는 이야기다. 차라리 학문이나 업무 등 사회적 성취에서 보람을 느끼자. 봉사활동을 해도 좋다. 인터넷에선 이미 많은 못생긴 동지들이 성과 관련된 모든걸 반대하고 혐오하는 것 같지만
94421,2021,2,종교,"뭐만 하면 mbti로 끌고 가서 ㅇㅇㅇ특임, ㅇㅇㅇ그러더라... 이러고 요즘 에타 글도 mbti로 소속감 일반화가 너무 많은 것 같아. 광신도들 같오ㅠ 애초에 인간이 얼마나 많은데 그렇게 딱딱 16가지로 분류가 되냐고.."
94438,2021,2,인종/국적,윤동주 중국인이라고 하는 거 개 열받네
94560,2021,2,여성/가족,동물애호가 페미 반페미 결론
94597,2021,2,여성/가족,페미들만 출연하는게 폭력예방교육?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
94640,2021,2,성소수자,난 사과대 소속인데 퀴어축제에 연대 사과대 깃발 있는 거 넘 싫었어
94644,2021,2,여성/가족,"난 솔직히 사과대 메인(페미, pc 기타 등등) 애들이랑 싸울 자신이 없어서 그래ㅜ"
94860,2021,2,기타 혐오,외교원 서울대 외교학과 싸가지없는애들 넘 많다
94893,2021,2,기타 혐오,"근데 ㄹㅇ 뭐만하면 다 전문직 미만 ㅆㄹㄱ로 몰아가니까,"
94896,2021,2,기타 혐오,"졸붕이 게시판이 실제론 취준 게시판으로도 쓰이는데, 잘못된 정보로 오판하고 열심히 사는 사람 인생 안좋게 보니까 오히려 취직 잘한 졸붕이들은 떠나고 의무새들만 남아서 negative feedback 하는거 같아서..."
94932,2021,2,기타 혐오,의대생도 아니면서 의대생 코스프레하며 우월감 느끼는 에붕이는 아닌지?
94947,2021,2,남성,짝남이랑 우연히 겹지인 생겨서 조금씩 다가가고 있었고 카톡도 충분히 하고있었는데 나 마스크 벗은거 본 날 이후로 카톡 80프로 감소함 흑 ㅠ 미안하다!!! 눈 아래로 못생겨서!!!!
94995,2021,2,성소수자,https://tutoring.yonsei.ac.kr/sinchon/
95181,2021,2,남성,3. 고추바사삭
95293,2021,2,지역,4. 밥약 걸 선배들이랑 지역이 멀 경우...
293434,2021,3,성소수자,오 딱 그거야 + 염탐하는애들 존싫
293598,2021,3,남성,장남이 희생하는 게 지금 아예 사라짐? 아직도 많이 남아 있잖아 이런 부분은 생각 안하고 꼭 자기들 입장에서 기분 나쁜 부분만 확대해서 생각함
293600,2021,3,남성,"장남이 희생하는게 아예 사라지진 않았지 내 말은 사라지는 추세라는 것이고, 장남이 희생하는 게 옳다든지 그게 사라져가는 지금의 추세가 옳은 방향이라던지, 그런 가치판단을 한적 . 내 말의 요지는 ""부모는 자식 차별해도 되는데, 자식은 부모 차별하면 안된다""라고 주장하는 사람이 많길래 쓴 글임."
293691,2021,3,남성,익11 뇌절에 찐이노
293692,2021,3,연령,아유 어르신 또 이러시네
293830,2021,3,종교,방탄 팬이지만 사이비 신도급 극성팬은 내가 봐도 부끄러움ㅜ
293832,2021,3,종교,신도 많은 건 사실인데 난 차라리 그게 낫다..억까도 싫고 그냥 연예인이면 다 죽이고 싶어하는 사람도 많아서 그냥 찬양하는게 나을판임(물론 다른 아티스트나 일반인 등 안 건들이는 선에서)
293989,2021,3,연령,"ㅇㅈ 고학번 틀딱으로서 2021 비대위가 전대 비대위들 보다 일많이, 잘했다는게 느껴짐,, 새내기들은 이번이 처음이니까 비대위가 그정도 해주는 거를 당연한걸로 아는듯..."
294040,2021,3,기타 혐오,미개봉 중고 동기들은 대부분 중ㆍ고교 친구들이랑 더 친할 듯.. 대학 동기들 만나본 경험이 거의 없으니..ㅠㅠ 아직도 존댓말하는데 말 다 했지 뭐.
294225,2021,3,기타 혐오,간접사실 주요사실 언급하는거 보니까 민소 따리 공부하는 변준생 아님 로스쿨생인가보네 힘내라!
294237,2021,3,여성/가족,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ징하게 적고 튀엇네 익3같은 애들이 로스쿨 졸업하고 변호사 되고 여성계 거물되고 유리천장 ㅇㅈㄹ 할꺼 생각하니 너무 킹받자너 로스쿨.. 노쨩의 큰 그림이네..
294248,2021,3,인종/국적,한심한 놈들 그니까 양남이 한녀 따먹었는데 다른 년이랑 자서 조심해라는 거 아님 ㅋㅋㅋ
294251,2021,3,인종/국적,긍까..잘생긴외국인이 그르케 수준운운할 정도이냑우
294252,2021,3,성소수자,저 남자가 강제로 섹스한것도 아니고ㅋㅋㅋㅋ 성병 옮긴거 말고는 뭔잘못인지 모르겠다. 서로 좋아서 했으면서
294262,2021,3,인종/국적,ㅋㅋㅋㅋㅋㅋ 갓양남~~
294270,2021,3,인종/국적,뭐래~ 잘생기고 키큰 양남 아니었음 이게 통했겠니?ㅋㅋ 지들이 좋아서 자놓고 왜저래 ㅠㅠ 먹버당해서 부들거렸쪄???
294273,2021,3,성소수자,고딩이랑 하는건 상관 없는데 성병 옮기는건 범죄일텐데?
294284,2021,3,성소수자,"성병을 옮기면 상해죄가 적용되고, 고의가 아니더라도 과실치상죄가 적용된다"
