,year,month,label,sentence
676,2022,5,인종/국적,5. 정작 부상당해서는 한국에 와서 의료보험 낭낭하게 타먹고 인스타 폭풍업로드
679,2022,5,기타 혐오,"그런데 한국국적은 장애물인것마냥 굴어놓고 혜택 챙길건 챙기면서 자기는 영웅, 반대하면 머저리 식으로 행동하니 정이 갈 수가 없음."
850,2022,5,연령,간호조무사로 일하면서 노인혐오 ㅋㅋ
957,2022,5,남성,한남흥민
962,2022,5,남성,이런데엔 남성할당제 없는거임?
1048,2022,5,성소수자,진짜 상남자 (퀴벌혐주의)
1094,2022,5,여성/가족,이젠 아싸들 창작물도 동북공정하는 인싸들
1115,2022,5,여성/가족,인공자궁이 저출산의 답이다
1134,2022,5,성소수자,원숭이두창 전파 원인이 동성애자다?
1136,2022,5,여성/가족,골 없는 여자는 가슴 까고 다니지 말자...
1192,2022,5,연령,나도 한때 이 세상에 대한 진리를 알고싶다는 열망이 엄청 강했음. 거의 한 10년전인듯. (틀니딱딱 죄송)
1208,2022,5,기타 혐오,그러면 이게 근본적인 학문이 아니라고 순수학문뽕이 가득찬 병 걸린 인간들이 디스하던 공학이라던가 행정학이라던가 주식이라던가 하는것과 대체 뭐가 다르지?
1254,2022,5,남성,키작남 / 나이많은 여자 까내리는 것도 졸게
1263,2022,5,남성,한남충의 변태학을 논문으로 내는나라가 대체 어딨음
1377,2022,5,남성,개같이 멸망했으면 개추 ㅋㅋㅋ
1380,2022,5,남성,수통1 개같이 멸망
1396,2022,5,인종/국적,자기나 자기주변사람은 그 나라를 건설하는데에 아무런 기여도 하지않고 그냥 난민마냥 기어가서 누리기만하는건데
1401,2022,5,지역,내 동생은 부산의 J여성병원에서 태어나 한 번도 경상도를 벗어난 적 없는 부산 토박이이다.
1402,2022,5,지역,나는 경기도에서 태어났긴 한데 당시 우리엄마가 친구가 없었어서 사투리밖에 못배웠다
1403,2022,5,지역,어쨌든 나는 착실히 부산 사투리를 학습했고 사투리 끝내주게 씀 ㅇㅇ
1404,2022,5,지역,근데 동생은 웬일? 똑같은 부모 밑에서 자랐는데 tv를 많이 봐서 그런가 사투리가 꽤 약함
1406,2022,5,지역,학기 초에 서울 출신이냐는 질문도 듣고 친구들도 넌 사투리 안써~ 하다 보니
1410,2022,5,지역,나는 가끔 저 이유 모를 근자감이 엿같아서 너 서울 가면 당장 뽀록난다고 말해주지만
1413,2022,5,지역,나는 똥푸산 사투리를 쓰지 않는 서울 여자. 아이폰과 아이패드를 드는 도시적인 여자. 기괴한 뽕에 가득 차있다.
1415,2022,5,지역,동생은 아니나 다를까 나는 사투리 안 쓰지 않냐고 부심을 부렸다 한다
1423,2022,5,지역,지방 특징 (ㄹㅇ)
1431,2022,5,지역,서울 애들의 악의 없는 무례가 너무 빡쳐
1537,2022,5,기타 혐오,삼성새끼들 개빡침 퀄스1윈데 역전승1위임=선발승 존나 날려먹음
1542,2022,5,성소수자,"이유 1) 진입하지 말라고 한다면 안할 것인가..? 오히려 어떤 과목에서 어떤 영역(논리, 독해, 퀴즈, 법조문 등)을 많이 틀리는데 이럴때 공부 어떻게 할지 조언을 구하는게 더 바람직."
1556,2022,5,지역,사투리 익히는 만화
1562,2022,5,여성/가족,개딸들 개명(改名)안
1563,2022,5,여성/가족,"솔직히 ""개딸"" 너무 어감이 별로임"
1623,2022,5,여성/가족,내 전여친이 얼마나 쓰레기였냐면
1634,2022,5,여성/가족,그렇게 썅년짓할거면 예쁘게 웃지나 말던가
1667,2022,5,인종/국적,중국몽은 끝이다
1761,2022,5,연령,우육면(9000)은 처음에는 마라 맛에 가려져서 몰랐는데 국물에서 묘한 쉰내가 나고 심지어 고기도 적은데 시고 이상한 향이랑 맛이 남. 상한 것 같아서 몇 입 먹다가 그냥 나왔음
1804,2022,5,성소수자,"대충 지적장애 있는 딸아이를 아빠가 거시기를 거시기 했다고, 김 선생이라는 제대로 돌아버린 여자가 고?소를 함. 또 그 가족이랑은 전혀 상관없는 정의당 정치인이 관계인으로 나타남. 딸애는 그런 적 없다고 하는데 딸애가 지적장애를 가졌다 보니까 그걸 이용해서 증언을 묵살하는 중."
1814,2022,5,지역,심심할 때마다 탄천에서 쑥 뜯는 할아버지마냥 쭈구려 앉아서 쥰내 찾음ㅠ
1818,2022,5,기타 혐오,공대생이 신는 신발
1861,2022,5,인종/국적,"""동양인의 한계를 뛰어넘은 Son Ki Jeong 선수를 직접 만나보고 싶군요. """
1869,2022,5,성소수자,행복한 성소수자 패밀리
1891,2022,5,여성/가족,스키즈 자체가 한국에서 좆소급인데 외국에선 인기 ㅆㅅㅌㅊ임. 스키즈 팬 90이상이 해외팬들임. 걔네는 걍 우리나라 빠순이랑 비교도 안되고 대가리 제대로 깨져있음. 빅뱅 승리도 빨고 이번 김가람도 예쁘고 질투나서 그런다고 한국팬들 욕하는 ㅂㅅ들임 걍.
1917,2022,5,남성,상남자 특 써재끼는 새끼들
1928,2022,5,남성,어디 남자가 조신하지 못하게
1964,2022,5,성소수자,씹게이특) 여친사귐
1967,2022,5,여성/가족,남자들 메이크업은 샵에서 아무리 빡세게 받아도 아이돌 아닌 이상 베이스+눈썹+아주 엷은 섀도우+정말 자연스러운 립 이 이상으로 안 배워요 이것만 해도 남자들이 전문성 1도 없는 상태에서 하면 정말정말 이상하죠
1968,2022,5,남성,남자들이 외모 관리를 위해 해야 하는 건
1971,2022,5,연령,3. 헤어 관리- 급식 투블럭만 아니면 된다는 겁니다 물론 어울리는 사람은 굿굿
2005,2022,5,기타 혐오,'배운 너가 못배운 나를 이해해야지 어디 애비를 가르치려 들어?'라고 반박할 게 뻔하기 때문이다.
2007,2022,5,성소수자,"전날에는 미안했다며, 그래도 너를 사랑한다며 역겨운 부성애를 고백했다는 점이다."
2041,2022,5,남성,반에 절반이상은 존못오크인데 어느 순간 그 존못오크들이 저런말 하고있음..
2070,2022,5,여성/가족,별로 티 안 난다~ 요즘 자연존예녀가 누가 있냐~ 성형존예녀들은 에붕이 안 만나고 존잘부자님 만나고 다닌다~
2121,2022,5,기타 혐오,이건 걍 염치없는 거지근성 아님?
2136,2022,5,기타 혐오,찐따들 늦물 들어와서 꼴값떠는거 보기 역하면 개추
2185,2022,5,성소수자,?? 인스타 :@yonsei_ysac
2209,2022,5,여성/가족,"그리고 어느새 남들 하는 만큼은 연애를 하면서 살고 있더라. 다시 봐도 난 진짜 여자에 미친 놈이 맞는 것 같다. 여자친구 사귀고 싶다는 생각에 저 오랜 시간 동안 이런 생각을 하면서 살고 있는 걸 보니까. 하지만 한편으로 씁쓸하긴 한 건 상대 여성분 키가 160 초반 이상이거나, 누가 봐도 '와 예쁘다'라는 생각이 들 정도로 아름다우신 분은 만나본 적 없다."
2217,2022,5,기타 혐오,솔직히 탈덕수용소에서 나오는 찌라시들 믿고 싶지 않지만
2220,2022,5,성소수자,나도 모르게 돌빠랑 레즈랑 페미를 다 싸잡아서 생각하고 있었던건지 모르겠는데 그냥 그쪽에서 저런 외모지상주의적인 발언이 나오니깐 상당히 어색해
2267,2022,5,인종/국적,"탈족, 탈강의안에 이은 탈교시"
2303,2022,5,종교,솔직히 기독교가 맘에 안 듬
2337,2022,5,성소수자,ㄹㅇ 피해주는 길고양이 다 죽이고싶음
2353,2022,5,기타 혐오,"빅펌도 쉽지않다. 분명 내가 알기론 문과에서 가장 돈을 많이벌수 있는 최고의 직업이어야하는데, 망할 금융권 놈들이 슬슬 연봉에 태클을 걸기 시작한다."
2410,2022,5,인종/국적,중국인퇴치부적
2421,2022,5,남성,에타남 걸러라.
2431,2022,5,인종/국적,중국 싫어하는 이유 다른거 없음
2452,2022,5,기타 혐오,상상 속에서 자꾸 여자가 이런 식으로 행동한다 생각한다 말한다 혼자 꾸며낸 다음 그걸 대상으로 까는 글 쓰고 그런 거 진짜 정신질환임
2664,2022,5,인종/국적,"일본인이라면 이걸 듣기만 해도 치를 떨겠지만, 사실 일본만큼이나 디플레이션을 잘 버티고있는 나라도 없음"
2666,2022,5,여성/가족,이름만 들어도 좆됐다는걸 느낄수 있는 나라들이랑 비교하면 일본은 정말 선녀가 맞음
2670,2022,5,인종/국적,imf때 휴지조각이 됐던 기업들의 지분을 외국인들이 사들이면서 우리나라 대기업의 20% 이상은 외국인이 소유하게됨
2684,2022,5,인종/국적,걍 동남아에 페이퍼컴퍼니 하나 세워서 거기로 돈 보내고
2720,2022,5,지역,조미료맛 가득한 6000원짜리 김천 김치찌개
2748,2022,5,지역,마호가니 옹호충들 딱 그쪽 대표랑 똑같은 마인드
2765,2022,5,남성,작뚱남 외근가느라 조금 늦게 (외지로) 출격
2810,2022,5,지역,??2022년 6월 2일 목요일 늦은 7시 청송대에서
2843,2022,5,성소수자,enginestudent@yonsei.ac.kr
2889,2022,5,인종/국적,아무것도 안 시키고 죽치고 앉아있을 (사실 그게 맞는) 슈퍼 카공족들 출격해서 마호가니 자리 독점할 예정ㅋㅋㅋㅋㅋㅋ
2924,2022,5,기타 혐오,1. 당시에도 마호가니에서 음료를 꼭 안 시켜도 된다는걸 모르는 타과생들이 많았음 그래서 ‘음료 안시키는 공대생들 다 거지냐’ ‘이래서 공찐 소리듣는다’ 에타에서 시끌시끌했었지
2926,2022,5,기타 혐오,3. 신기하게도 애들은 올때마다 꼬박꼬박 커피랑 디저트 사서 공부하기는 하더라 저런 애들이 에타에서 공대생 거지 프레임 만드는건가 싶기는 함
2961,2022,5,남성,상남자특) 그냥 전체출석 박아버림
3029,2022,5,지역,모택동 개새끼
3030,2022,5,인종/국적,따끈 따끈 좆센족
3059,2022,5,인종/국적,이민갔다가 다시 기어돌아오는 검머외들 어떻게 못막냐
3061,2022,5,연령,나이가 65세 넘으면 외국국적 유지한채로 한국국적 회복이 가능해서 미국/캐나다/호주 이민갔던 노인네들이 나이 차면
3062,2022,5,인종/국적,건강보험 제도 때문에 다시 한국 들어와서 국적회복 신청한다는거임. 이거 너무 얌채같지 않냐...평생 다른나라에 세금 갖다 바치다가 동포 고향 이러면서 건보제도 이용해먹으려고 조국 돌아오는거..
3069,2022,5,여성/가족,한화이글스 패미니즘 선언
3091,2022,5,기타 혐오,이에 따라 2022년 5월 9일 서울 서대문경찰서 지능팀에 민주노총 공공운수노조 서울지부를 업무방해죄로 고소하고 집회 및 시위에 관한 법률 6조 1항으로 고발했습니다. 이에 담당 형사님이 배정되면 고소인 조사를 받을 예정입니다.
3125,2022,5,여성/가족,이야 페미들 미러링 그대~로 사용하는 것 봐
3127,2022,5,인종/국적,마틴 루터 킹이 백인학살자라도 되냐?
3130,2022,5,여성/가족,난 근데 페미는 일베처럼 쳐맞아야 한다고 생각해
3137,2022,5,기타 혐오,아버지한테 쳐맞고 자란 애들 특히 걸러
3140,2022,5,여성/가족,아무것도 안 걸러도 여자 못 만나는 에붕이들이 미쳐 돌아가나 이제
3142,2022,5,성소수자,어쨌든 퀴어 신학은 주요한 교단들로부터 이단으로 정죄 된 상태입니다. 우리가 교단들의 결정에 따라 신x지를 이단이라고 주장하면서 퀴어 신학은 따라도 된다고 주장하는 것은 한 입으로 두 말을 뱉은 것과 같습니다.
3143,2022,5,성소수자,퀴어신학이 이단으로 정죄된 것과 동성애적 경향을 가지고 있는 사람이 교회 내에서 공존하는 것은 물론 다른 문제입니다.
3145,2022,5,성소수자,"그러므로 동성애적 경향을 가진 사람을 조롱하는 것은 옳지 않으며, 동성애를 성경적으로 옹호하려는 태도도 옳지 않다고 생각합니다."
3250,2022,5,여성/가족,쉬벌..안그래도 남초에 cfa+투운사 공부하고 인턴하고 엑셀 모델링 배우는 동안 밤 몇번이나 새가면서 진짜 열심히 산거밖에 없는데...여자는 좀 자리잡아야 만날거같아서 솔로로 산지 2년째인데...어느순간 주지육림에 쩔어있는 3류 양아치가 되어버렸누ㅠ
3280,2022,5,기타 혐오,경영대생들은 학회에서 남친여친이랑 어떤 체위로 하는지 썰풀고 다녀도 유쾌한 인싸이미지 가져가는데 공대생들은 남자들끼리 술마시고 PC방만 다니는데 음침하고 찐따이미지 가져가는게 억울한 공대생이면 개추 ㅋㅋ
3290,2022,5,남성,엄마 손 말고 이성 손 못잡아봤으면 개추
3319,2022,5,남성,30대 유부남 뻘글
3480,2022,5,성소수자,퀴어 기독교? ㅋ 지들 좆대로 믿을거면서 하나님은 왜 믿음?
3481,2022,5,성소수자,창세기의 지상명령은 지들이 보기 싫으니 덮어두고 무시하고 하나님의 성품 중 사랑만 쏙 빼와서 서로 사랑합시다~ 동성애 반대는 혐오입니다~ 이지랄
3490,2022,5,인종/국적,백인 혐오는 불가능하다.
3491,2022,5,인종/국적,흑인 혐오는 현실이지만 백인은 강자이기 때문에 혐오 당하는 건 불가능하다.
3495,2022,5,기타 혐오,장애인 시위부터 시작해서 최근에 강자멸시가 잘못됐다는 걸 보여주는 사건이 얼마나 많았냐. 약자로 보였던 전장연이 사실... 길게 말하기 귀찮아서 말을 줄이겠다.
3496,2022,5,기타 혐오,근데 강자멸시라고 하니까 뭔가 간지나 보이긴 하다. 약자멸시라고 하면 뭔가 좀생이 같아보이는데.
3518,2022,5,여성/가족,우리나라 남녀갈등 진짜 정신병 걸리겠네 하..
3519,2022,5,여성/가족,최근 몇년새 진짜 미치도록 심해진거 같음 전세계에 이정도로 남녀갈등 심한 나라 있음? 정신병 걸릴수준임
3524,2022,5,남성,1. 상대방 프레이밍 (말 꼬투리 잡거나 도태남 찐따남 프레이밍)
3526,2022,5,여성/가족,"1,2만 해도 숨은 페미 조력자들이 추천 화력을 올려주지만 하다하다 안되면"
3527,2022,5,남성,3. 댓글삭튀 및 새로운 글 파서 찐따남들 욕하면서 만족감을 느낌
3530,2022,5,여성/가족,진짜 여자들은
3531,2022,5,여성/가족,성관계가 여자한테 손해니까
3539,2022,5,지역,글쓴이는ㅠㅠ 자기 맘에 안 들면 주먹부터 나가는 사람인가봐ㅠㅠ이러는 거 보니까 딱 그짝씩 언플이라는 게 보임
3556,2022,5,여성/가족,페미들이 징징징 하던거랑 똑같음
3567,2022,5,여성/가족,페미들 비꼬는 화법도 학습해서 점점 더 악질
3570,2022,5,기타 혐오,소수의 목소리 큰 혐오러들이 양쪽 성별을 대표하는 세상
3586,2022,5,여성/가족,여자는 감성적이지 않은데
3632,2022,5,지역,교수님: 가가가가가가가가 (인공지능 설명하시다가 경상도 사투리로 농담하심)
3670,2022,5,여성/가족,자칭 인권운동거나 페미니스트들이 멍청하다고 느끼게 된 계기가
3672,2022,5,인종/국적,'남자는 인위적으로 태닝으로 피부를 어둡게 해서 흑인이 몸이 좋다는 스테레오타입을 이용하고 있으며 여자는 반대로 인위적으로 하얗게 찍음으로써 백인을 선호하는 우리나라의 인종차별적인 미적기준을 이용한 광고다. 이는 공공연하게 보이는 인종차별과 성차별의 모습이다.'
3682,2022,5,인종/국적,"심하고 아니면 아니긴 한데, 치료 들어가기 전엔 그렇게 좋아했던 돼지고기 소고기 이젠 냄새만 맡아도 구역질 나올 거 같아요 ㅠㅠ"
3688,2022,5,여성/가족,반페미가 싫은 게 아니고
3693,2022,5,남성,남자가 돈 안내면 마이너스 요소고
3696,2022,5,여성/가족,여자는 기생 ㅈㄴ 하고 다니면 됌
3700,2022,5,여성/가족,남성 중 80%가 상대 여성이 페미니스트라는 사실에 부정적
3701,2022,5,여성/가족,여성 중 70%가 상대 남성이 반 페미니스트라는 사실에 부정적
3714,2022,5,지역,"실제로 나는 찌질도태남이지만,"
3724,2022,5,남성,"+) 나는 찌질 도태남이지만, 이라는 문구가 들어간 글들에 보통 달리는 댓글."
3725,2022,5,남성,→ 왜 찌질 도태남인지 알 것 같음
3730,2022,5,남성,남자가 돈 더내면 안된다는 남자 특)
3735,2022,5,여성/가족,탈코르셋해서 꾸밈노동 하지말자는 여자 특)
3831,2022,5,남성,에타 남초 개소리임 걍ㅋㅋㅋ
3838,2022,5,남성,근데 여혐하는 에타남들 주변에 여자없을거 같아
3843,2022,5,여성/가족,특히 돈없는 여자
3844,2022,5,기타 혐오,돈없는 남자는 알아서 여자쪽에서 거르거나
3846,2022,5,여성/가족,돈없는 여자는… 가스라이팅 조심해라
3848,2022,5,남성,"20대 초반부터 그렇게 핑곗거리를 자아내며 여자 만나는걸 회피하면, 나중엔 본인들 스스로가 그토록 비웃던 퐁퐁남이 될 확률이 높음"
3850,2022,5,여성/가족,어설프게 인터넷으로 여자 배운 애들은 조금만 영악한 여자 만나면 금방 읽혀서 탈탈 털리고 설거지하게돼있음.
3877,2022,5,기타 혐오,근데 글쓴이는 ㅈㄴ 일일이 다 재는데 안 그런척함 (자기는 결혼할때 단 한푼도 더 낼수 없다는 마인드 <- 이게 ㅈㄴ 최악) + 결혼할 사람한테 거지새끼라고 하고 그냥 글쓴이가 훨씬 별로임 결혼할 사람으로선
3887,2022,5,지역,나는 2N년을 전라도에서 살아왔었다.
3903,2022,5,지역,"이게 내가 살아온 전라도에서의 환경이었고, 내 주위의 환경이다. 친척들도 내가 국힘 지지한다 그러면 다름이 아닌, 갱생의 대상으로 본다. 이게 맞는건가 싶다."
3923,2022,5,지역,(지역감정아님) 전라도는 왜캐 티를 냄
3948,2022,5,지역,핫게 전라도 90퍼 투표율 글쓴이 이해 안됨
3952,2022,5,지역,그리고 이번에 광주 전남 민주당 득표율 90% 아니고 86%고
3953,2022,5,지역,대구는 국힘 75%로 둘 다 표 70%이상으로 몰표인데 대구는 괜찮다는 여론인게 일관성이 없음
3955,2022,5,지역,주장할거면 일관성 있게 대구 광주 전남 다 몰표라고 주장하던가
3970,2022,5,기타 혐오,컴과생분들 못생겼어요
4014,2022,5,기타 혐오,그러니까 너무 무분별한 혐오는 하지 말아줬으면 해
4113,2022,5,연령,음대는 왜 아직도 꼰대들이 널렸냐ㅋ
4118,2022,5,성소수자,정상인 레즈로 만들어버리는 트페미쉑들
4119,2022,5,기타 혐오,정신병자들 ㅋ
4243,2022,5,성소수자,https://www.yonsei.ac.kr/sc/intro/greeting_2016.jsp
4301,2022,5,종교,그거랑 별개로 고학번 선배나 조교가 애들 돈 뜯는건 그냥 무식해서 그런거임
4314,2022,5,지역,전남 '천사의 섬' 신안처럼
4364,2022,5,기타 혐오,"사회과학대 OOO. 내가 사람을 잘 알아보고 만날 걸 그랬다. 내가 잘못한 건 노콘노섹을 어긴 것, 그리고 네가 그런 사람이란 걸 못 알아본 것."
4388,2022,5,남성,이제 같이 함께 살아갈 시간이 20년도 남지 않은게 슬퍼지더라. 100세 시대라고 미디어에서 떠들어 되지만 한국남성은 78세가 평균이다. 그러니까 70부터 급 다 죽어간다는 소리지.
4402,2022,5,남성,통통했던 남자애들은 뚱뚱
4403,2022,5,여성/가족,말랐던 여자애들은 운동하느냐에 따라 겁나 뚱뚱하거나 기존유지. 더 마른 경우는 없음.
4406,2022,5,연령,7. 부러운 요즘 급식들
4409,2022,5,여성/가족,"2004년만해도 운동장에 잔디 깔린데 없었고, 군대식 머리, 여자들은 어깨 위에까지... 아니면 그냥 싹뚝 짤라버리는 문화였음."
4411,2022,5,기타 혐오,지금생각해보면 그냥 교사새끼들 사이코 새끼들이였음.
4418,2022,5,여성/가족,아무리 김치녀라 그래도 만나면 행복함.
4426,2022,5,지역,거경동 정신나갈 것 같네
4433,2022,5,여성/가족,근데 여자는 어리고 예쁜 게 최고라는 애들은 여자애들이 남자는 키 크고 돈 많은 게 최고라고 하면 퐁퐁이라고 달려들잖아 ㅋㅋ 왜 그러는 거임?
4452,2022,5,여성/가족,돌봄노동 이러면서 탈진되는 여성들이 많다고 영상에서 말하고 있는데 이해할 수가 없음. 그렇게 치면 그냥 노동하면서 탈진되는 남성들이 많다고 해도 틀린 거 하나 없지 않음?
4457,2022,5,여성/가족,이런 영상이 돌아다니니까 멀쩡한 여자들도 페미니스트로 돌변하지.
4460,2022,5,여성/가족,'아 근데 일찍 취직한 여자들이 진급은 잘 하지 못햐는 걸 보면 그리 차별은 아닌 것 같아요 ㅋㅋ'하는 거 보고 뒷목을 잡을 수 밖에 없었음.
4470,2022,5,성소수자,"Our May Issue is out now! Check out our article on the failed student council elections. Read on to learn more about the Uljin forest fire, Yonsei’s Counseling Center, and a traveling experience from Ulleung-do and Dokdo."
4472,2022,5,성소수자,Visit us at: annals.yonsei.ac.kr
4473,2022,5,성소수자,The Yonsei Annals on Facebook: facebook.com/yonsei.annals/
4474,2022,5,성소수자,The Yonsei Annals on Instagram: @theyonseiannals
4475,2022,5,성소수자,#YonseiUniversity #Yonsei #TheYonseiAnnals #TheAnnals #연세대학교 #연세대 #연세애널스 #애널스 #한국
4509,2022,5,성소수자,total non current assets 중에서 net intangible assets가 높다면 이것도 잘 생각해보셈 특히 goodwill이 높다면
4516,2022,5,성소수자,cash from investing activities는 음수여도 ㄱㅊ
4696,2022,5,성소수자,본문내용 제외 딴 소리 = 게이거나 레즈거나 분탕충
4743,2022,5,기타 혐오,(오피셜) 병 월급 200만 원 2025년까지
4828,2022,5,여성/가족,여자들 에타나 커뮤니티에서 쪽지오고하면 자존감 잘차겠다야
4832,2022,5,여성/가족,"여자면 찐으로 설레고, 대접받는 기분 대리만족처럼 느낄것같음"
4840,2022,5,여성/가족,"이번 사건으로 ""여대 거른다"" 를 여자들이"
4845,2022,5,성소수자,https://yonseiwiki.notion.site/5f1be93f3b944d29972b48ec14faf947
4900,2022,5,여성/가족,4. 중하부승모와 척추기립근의 발달 부족(흉추를 뒤로 못접음)
4904,2022,5,남성,소흉근 스트레칭 - 이름이 생각이 안나니 한번 찾아보세요
4913,2022,5,인종/국적,없던걸 돌려달라는 중국
4992,2022,5,기타 혐오,무례한 거 구분 못하고 지 주장만 빽빽대는 고집불통인 애들 개 싫어...
4996,2022,5,기타 혐오,솔직히 외모도 심각하면 장애 아닐까
5024,2022,5,성소수자,"Do you have any questions? Any questions on this chapter? No? You guys crystal clear? Okay, let’s move on"
5050,2022,5,여성/가족,흉통넓은거랑 뚱뚱한거다른거에요..
5052,2022,5,인종/국적,미국인 애한테 이거 말해주니깐 파이브 가이즈가 거기에 왜 들어가냐고 개빠개더라 진짜 우리나라 왜 이러냐
5058,2022,5,성소수자,어째 호모포비아들은 하나같이 게이로 밝혀지냐
5067,2022,5,남성,난 남잔데 남자가 찌질해보이는데
5100,2022,5,인종/국적,아직도 마라탕 먹으러다니면서 중공 좋아하는 사람 없지?
5111,2022,5,연령,60도 넘은 양반이 막 부하 여직원한테 ㅅㅅ를 알려주겠다 뭘 빨고 쪼이고 이딴소리하면서 성적으로 흥분한거 자체가 존나 신기함
5157,2022,5,성소수자,"결국 그 A는 수능 전날 깐풍기를 시켜먹는 미친 짓을 하고 다음 날 깐풍기에 들어가 있는 고추로 배탈이 나서 6광탈을 하고 정시 원서를 써야한다고 하더라. 근데, 거기서 자기는 배치표를 받았다면서 되게 기세등등하던 모습이 기억난다."
5168,2022,5,남성,외모는 그냥 공대에 굴러다니는 안경작뚱남이라고 보면 됨
5214,2022,5,지역,신안 왤케 역겹게 느껴지냐
5215,2022,5,연령,성별 바꿔서 신안 할배들이 트와이스한테
5298,2022,5,지역,송도에서 양말이 조금씩 사라지는 이유.jpg
5346,2022,5,남성,몸평해달라는 좆의 숙주들 게시물에 댓글달지마~~
5356,2022,5,남성,소변충들
5427,2022,5,남성,작뚱남 드림
5435,2022,5,기타 혐오,작가들도 네이버도 그냥 다 미쳐돌아간 듯
5488,2022,5,기타 혐오,"대부분은 공무원 시다바리임 (쓰레기통 비우기, 단순반복업무 짬처리)"
5505,2022,5,성소수자,https://yonseiwiki.notion.site/6e3975aa690743c98e09035e16c2dc02
5513,2022,5,여성/가족,근소한 표 차이로 당선됐는데 지킬 수 없었던 공약인 여가부 폐지와 군인 월급 200을 내세우지 않았다면 과연 당선됐을까
5515,2022,5,종교,예수 vs 사탄
5544,2022,5,연령,"내가 젊은 꼰대야? 식스센스에서 미주가 유재석한테 ""오빠 제가 이번달에 생리를 했었나요?"" 물어보고 가슴 부딪치면서 하는 바디파이브?를 길은지가 유재석한테 했는데, 자기가 하자고 할 땐 안하더니 게스트랑 처음으로 했다고 서운해하는거야"
5563,2022,5,연령,급식들이 여돌 사진 올리고 섹스라고 한게 문제라는건데
5573,2022,5,여성/가족,- 원래 남자들은 섹스 감탄사로 쓴다고 쉴드치는 사람 : 비정상
5631,2022,5,여성/가족,"진명여고 때도 그 여학생이 분명히 잘못한 게 맞고, 사람들은 “에휴 ㅉㅉ 수준봐라 저러면 안 되지”하고 다같이 뭐라하고 넘어갔음 됐는데 왜 파이어 났지 ? 페미들이 굳이 “요즘 시대에 무슨 위문 편지를 쓰게하냐!!” 이딴 되도 않는 쉴드를 위한 쉴드를 쳤기 때문임."
5633,2022,5,여성/가족,진명여고 때랑 너무 유사하지 않냐 니네? 이거 쉴드치는 애들 누구보다 페미 싫어할텐데 좀 객관적으로 본인 행동을 돌아봤음 좋겠음.
5635,2022,5,여성/가족,"쟤네가 우리 바로 아래 세대 후배들이고, 우리나라 미래다. 걔네가 쌍으로 저리 헛짓하는데 우리가 그거 성별갈등으로 끌어들여서 할만했다 이런 억쉴할 때가 아니다. 좀 잘못된 건 잘못되었다고 성별 프레임 빼고 보자. 페미들이 저러면 역겹듯이 남자들도 이러면 역겨움."
5659,2022,5,여성/가족,이때다 싶어서 페미용어들 실드치는애들 기어나오는거봐라
5676,2022,5,기타 혐오,도피처로 간다는건 국어 재능충들 얘기임 일반적인애들한테까지 ㅈ밥난이도란 소리는 아님 그래서 나름 같은 대학인 노력충 애들조차 ㅈ밥이라고 인식해버림
5682,2022,5,기타 혐오,노력충들이 무슨 로스쿨은 재능충처럼 준비하고있으니 다 고꾸라지지
5706,2022,4,남성,2세대 휘감던 남돌로서 남자들도 떼창 가능임
